,year,award year,movie,producers,winner,TMDB_id,imdb_id,budget,revenue,popularity,genre,adult,production_companies,release_date,vote_average,runtime(mins),average_rating_c,liked_count_c,not_liked_count_c,rating_count_c,state_c,value_c,average_rating_a,liked_count_a,not_liked_count_a,rating_count_a,review_count_a,value_a
79,2012,(85th),Life of Pi,"Gil Netter, Ang Lee and David Womark",False,87827,tt0454876,120000000,609016565,44.895,Adventure,False,"['Fox 2000 Pictures', 'Dune Entertainment', 'Ingenious Media', 'Haishang Films', 'Netter Productions', 'India Take One Productions', 'Ingenious Film Partners', 'Big Screen Productions']",2012-11-20,7.397,127,7.9,220.0,35.0,255.0,certified-fresh,86.0,4.1,56798,10589,169627,9306,84
80,2012,(85th),Lincoln,Steven Spielberg and Kathleen Kennedy,False,72976,tt0443272,65000000,275293450,22.232,History,False,"['DreamWorks Pictures', 'Amblin Entertainment', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'Participant', 'Reliance Entertainment', '20th Century Fox']",2012-11-09,6.862,149,,,,,,,4.1,56798,10589,169627,9306,84
81,2012,(85th),Silver Linings Playbook,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon",False,82693,tt1045658,21000000,236412453,24.604,Drama,False,['The Weinstein Company'],2012-11-16,7.133,122,8.2,241.0,22.0,263.0,certified-fresh,92.0,4.1,84039,13606,261139,10599,86
82,2012,(85th),Zero Dark Thirty,"Mark Boal, Kathryn Bigelow and Megan Ellison",False,97630,tt1790885,40000000,132800000,25.216,Thriller,False,"['Annapurna Pictures', 'First Light', 'Zero Dark Thirty, LLC', 'Mark Boal Productions']",2012-12-19,6.989,157,8.6,281.0,27.0,308.0,certified-fresh,91.0,4.0,53982,13178,197618,7335,80
83,2013,(86th),American Hustle,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon",False,168672,tt1800241,40000000,251171807,25.06,Drama,False,"['Annapurna Pictures', 'Atlas Entertainment']",2013-12-03,6.853,138,8.2,274.0,24.0,298.0,certified-fresh,92.0,3.8,54552,18888,176508,7853,74
84,2013,(86th),Captain Phillips,"Scott Rudin, Dana Brunetti and Michael De Luca",False,109424,tt1535109,55000000,218791811,15.692,Action,False,"['Columbia Pictures', 'Michael De Luca Productions', 'Scott Rudin Productions', 'Trigger Street Productions']",2013-10-10,7.552,134,8.3,262.0,19.0,281.0,certified-fresh,93.0,4.2,58004,7046,153018,6885,89
85,2013,(86th),Dallas Buyers Club,Robbie Brenner and Rachel Winter,False,152532,tt0790636,5000000,55736588,23.266,Drama,False,"['Truth Entertainment', 'Voltage Pictures', 'CE', 'Evolution Independent', 'R² Films', 'Rainmaker Films', 'Focus Features']",2013-11-01,7.932,117,7.8,245.0,21.0,266.0,certified-fresh,92.0,4.2,39759,4141,93289,4215,91
86,2013,(86th),Gravity,Alfonso Cuarón and David Heyman,False,49047,tt1454468,105000000,723192705,29.534,Science Fiction,False,"['Esperanto Filmoj', 'Warner Bros. Pictures', 'Heyday Films']",2013-10-03,7.162,91,8.9,347.0,16.0,363.0,certified-fresh,96.0,4.0,97570,25188,303995,16356,79
87,2013,(86th),Her,"Megan Ellison, Spike Jonze and Vincent Landay",False,152601,tt1798709,23000000,47351251,33.022,Romance,False,"['Annapurna Pictures', 'Warner Bros. Pictures']",2013-12-18,7.861,126,8.5,276.0,17.0,293.0,certified-fresh,94.0,4.0,40456,8712,102529,5991,82
88,2013,(86th),Nebraska,Albert Berger and Ron Yerxa,False,129670,tt1821549,12000000,27700000,12.182,Drama,False,"['Paramount Vantage', 'FilmNation Entertainment', 'Blue Lake Media Fund', 'Echo Lake Entertainment', 'Bona Fide Productions']",2013-09-21,7.4,115,8.0,231.0,24.0,255.0,certified-fresh,91.0,4.0,14758,3035,44937,2163,83
89,2013,(86th),Philomena,"Gabrielle Tana, Steve Coogan and Tracey Seaward",False,205220,tt2431286,12000000,100100000,11.372,Drama,False,"['Baby Cow Productions', 'BBC Film', 'Magnolia Mae Films', 'Pathe', 'BFI', 'Canal+', 'Ciné+']",2013-11-01,7.4,98,7.7,183.0,19.0,202.0,certified-fresh,91.0,4.1,15480,1982,52553,2200,89
90,2013,(86th),12 Years a Slave,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas",True,76203,tt2024544,20000000,187000000,43.569,Drama,False,"['New Regency Pictures', 'Plan B Entertainment', 'River Road Entertainment', 'Regency Enterprises', 'Film4 Productions']",2013-10-18,7.945,134,8.9,360.0,19.0,379.0,certified-fresh,95.0,4.3,49605,5767,140957,6219,90
91,2013,(86th),The Wolf of Wall Street,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff",False,106646,tt0993846,100000000,392000000,102.014,Crime,False,"['Red Granite Pictures', 'Appian Way', 'Sikelia Productions', 'EMJAG Productions', 'Paramount']",2013-12-25,8.035,180,7.8,230.0,59.0,289.0,certified-fresh,80.0,4.0,69201,14505,182454,9463,83
92,2014,(87th),American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan",False,190859,tt2179136,58800000,542300000,58.576,War,False,"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'RatPac Entertainment', 'Mad Chance', '22nd & Indiana', 'Malpaso Productions']",2014-12-25,7.429,133,6.9,217.0,86.0,303.0,certified-fresh,72.0,4.1,56949,10638,154140,7274,84
93,2014,(87th),Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole",True,194662,tt2562232,18000000,103215094,35.257,Drama,False,"['TSG Entertainment', 'Worldview Entertainment', 'New Regency Pictures', 'M Productions', 'Le Grisbi Productions']",2014-10-17,7.469,120,,,,,,,4.1,56949,10638,154140,7274,84
94,2014,(87th),Boyhood,Richard Linklater and Cathleen Sutherland,False,85350,tt1065073,4000000,48137666,19.021,Drama,False,"['Detour Filmproduction', 'IFC Productions']",2014-06-05,7.506,166,9.2,325.0,11.0,336.0,certified-fresh,97.0,4.0,30701,7449,90146,5127,80
95,2014,(87th),The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",False,120467,tt2278388,30000000,174600318,34.671,Comedy,False,"['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']",2014-02-26,8.052,100,8.5,292.0,26.0,318.0,certified-fresh,92.0,4.1,44466,6952,98981,5609,86
96,2014,(87th),The Imitation Game,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman",False,205596,tt2084970,14000000,233600000,57.777,History,False,"['Bristol Automotive', 'Black Bear Pictures', 'FilmNation Entertainment']",2014-11-14,8.008,113,7.7,258.0,29.0,287.0,certified-fresh,90.0,4.2,46027,4375,104678,4803,91
97,2014,(87th),Selma,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner",False,273895,tt1020072,20000000,66787908,20.229,History,False,"['Plan B Entertainment', 'Harpo Films', 'Celador Films', 'Pathé', 'Cloud Eight Films']",2014-12-25,7.4,127,8.5,311.0,4.0,315.0,certified-fresh,99.0,4.1,16879,2843,61667,2376,86
98,2014,(87th),The Theory of Everything,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten",False,266856,tt2980516,15000000,123726688,22.477,Drama,False,['Working Title Films'],2014-11-26,7.9,123,,,,,,,4.1,16879,2843,61667,2376,86
99,2014,(87th),Whiplash,"Jason Blum, Helen Estabrook and David Lancaster",False,244786,tt2582802,3300000,13092000,59.529,Drama,False,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films', 'Sierra/Affinity', 'Sony Pictures']",2014-10-10,8.4,107,8.6,289.0,19.0,308.0,certified-fresh,94.0,4.5,38327,2291,72258,5007,94
100,2015,(88th),The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner",False,318846,tt1596363,28000000,133346506,30.591,Comedy,False,"['Paramount', 'Regency Enterprises', 'Plan B Entertainment']",2015-12-11,7.351,131,7.8,293.0,36.0,329.0,certified-fresh,89.0,4.1,30512,4295,70095,3119,88
101,2015,(88th),Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger",False,296098,tt3682448,40000000,165478348,18.593,Thriller,False,"['TSG Entertainment', 'Amblin Entertainment', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Marc Platt Productions', 'Participant', 'Reliance Entertainment', 'DreamWorks Pictures']",2015-10-15,7.227,141,7.7,285.0,29.0,314.0,certified-fresh,91.0,4.0,24127,3717,65877,2604,87
102,2015,(88th),Brooklyn,Finola Dwyer and Amanda Posey,False,167073,tt2381111,11000000,62076141,15.581,Romance,False,"['Wildgaze Films', 'Item 7', 'Parallel Films', 'Fís Éireann/Screen Ireland']",2015-10-20,7.3,111,8.5,270.0,9.0,279.0,certified-fresh,97.0,4.1,15496,2300,47030,1797,87
103,2015,(88th),Mad Max: Fury Road,Doug Mitchell and George Miller,False,76341,tt1392190,150000000,378858340,138.873,Action,False,"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'RatPac Entertainment', 'Kennedy Miller Mitchell']",2015-05-13,7.585,121,8.6,424.0,15.0,439.0,certified-fresh,97.0,4.2,70685,11913,130209,11213,86
104,2015,(88th),The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam",False,286217,tt3659388,108000000,630600000,42.675,Drama,False,"['Scott Free Productions', 'Genre Films']",2015-09-30,7.683,141,7.9,353.0,34.0,387.0,certified-fresh,91.0,4.3,67256,6455,132988,7203,91
105,2015,(88th),The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon",False,281957,tt1663202,135000000,532950503,47.504,Western,False,"['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac Entertainment']",2015-12-25,7.528,157,,,,,,,4.3,67256,6455,132988,7203,91
106,2015,(88th),Room,Ed Guine,False,264644,tt3170832,13000000,35401758,24.763,Drama,False,"['Elevation Pictures', 'Téléfilm Canada', 'Element Pictures', 'FilmNation Entertainment', 'No Trace Camping', 'Film4 Productions', 'Fís Éireann/Screen Ireland']",2015-10-16,8.03,118,8.5,295.0,22.0,317.0,certified-fresh,93.0,4.3,21521,1706,50158,2256,93
107,2015,(88th),Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust",True,314365,tt1895587,20000000,98700000,20.063,Drama,False,"['Participant', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media', 'Open Road Films', 'Entertainment One', 'Topic Studios', 'Seville International']",2015-11-06,7.8,129,8.8,372.0,12.0,384.0,certified-fresh,97.0,4.3,30940,2321,70986,3004,93
108,2016,(89th),Arrival,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde",False,329865,tt2543164,47000000,203388186,48.056,Drama,False,"['FilmNation Entertainment', 'Lava Bear', '21 Laps Entertainment']",2016-11-10,7.592,116,8.4,417.0,25.0,442.0,certified-fresh,94.0,4.0,37654,8096,85260,6122,82
109,2016,(89th),Fences,"Scott Rudin, Denzel Washington and Todd Black",False,393457,tt2671706,24000000,64400000,23.859,Drama,False,"['Paramount', 'Scott Rudin Productions', 'MACRO', 'Bron Studios', 'Escape Artists']",2016-12-16,6.876,139,7.7,252.0,22.0,274.0,certified-fresh,92.0,3.8,8451,2762,36475,1527,75
110,2016,(89th),Hacksaw Ridge,Bill Mechanic and David Permut,False,324786,tt2119532,40000000,175302354,95.879,Drama,False,"['Vendian Entertainment', 'Summit Entertainment', 'Cross Creek Pictures', 'IM Global', 'Screen Australia', 'Screen NSW', 'Permut Presentations', 'Pandemonium', 'Demarest Films', 'Bliss Media', 'Kylin Pictures', 'AI Film']",2016-10-07,8.2,139,7.3,235.0,45.0,280.0,certified-fresh,84.0,4.3,24096,2251,56743,3462,91
111,2016,(89th),Hell or High Water,Carla Hacken and Julie Yorn,False,338766,tt2582782,12000000,37600000,22.991,Western,False,"['Sidney Kimmel Entertainment', 'Film 44', 'OddLot Entertainment', 'Estrella Media', 'Lionsgate', 'CBS Films', 'Sierra/Affinity']",2016-08-11,7.3,102,8.5,281.0,9.0,290.0,certified-fresh,97.0,4.1,16328,2136,40704,2223,88
112,2016,(89th),Hidden Figures,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi",False,381284,tt4846340,25000000,236000000,63.889,Drama,False,"['Fox 2000 Pictures', 'Levantine Films', 'Chernin Entertainment']",2016-12-10,8.058,127,7.6,302.0,22.0,324.0,certified-fresh,93.0,4.4,24149,1861,59118,2765,93
113,2016,(89th),La La Land,"Fred Berger, Jordan Horowitz and Marc Platt",False,313369,tt3783958,30000000,447407695,34.356,Comedy,False,"['Summit Entertainment', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions', 'TIK Films']",2016-11-29,7.901,129,8.7,427.0,44.0,471.0,certified-fresh,91.0,4.1,29208,6713,73115,5141,81
114,2016,(89th),Lion,"Emile Sherman, Iain Canning and Angie Fielder",False,334543,tt3741834,12000000,140312928,22.761,Drama,False,"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']",2016-11-24,8.1,118,7.3,227.0,42.0,269.0,certified-fresh,84.0,4.3,13924,1327,40038,1593,91
115,2016,(89th),Manchester by the Sea,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh",False,334541,tt4034228,9000000,78988148,22.149,Drama,False,"['Pearl Street Films', 'K Period Media', 'B Story', 'The Affleck/Middleton Project', 'The Media Farm', 'Amazon Studios', 'Big Indie Pictures', 'CMP Entertainment', 'OddLot Entertainment']",2016-11-18,7.5,138,8.8,344.0,14.0,358.0,certified-fresh,96.0,3.9,15204,4324,50730,2594,78
116,2016,(89th),Moonlight,"Adele Romanski, Dede Gardner and Jeremy Kleiner",True,376867,tt4975722,4000000,65046687,39.167,Drama,False,"['A24', 'Plan B Entertainment', 'PASTEL']",2016-10-21,7.393,111,9.0,396.0,7.0,403.0,certified-fresh,98.0,3.9,15340,4146,46477,2266,79
117,2017,(90th),Call Me by Your Name,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito",False,398818,tt5726616,4000000,43143046,48.007,Romance,False,"['La Cinéfacture', 'RT Features', 'Frenesy Film', ""Water's End Productions"", 'M.Y.R.A. Entertainment', 'CineFinance Italia']",2017-09-01,8.164,132,8.7,348.0,21.0,369.0,certified-fresh,94.0,4.3,7609,1238,17142,1889,86
118,2017,(90th),Darkest Hour,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski",False,399404,tt4555426,30000000,150847207,22.58,Drama,False,"['Perfect World Pictures', 'Working Title Films', 'Focus Features']",2017-11-22,7.352,125,,,,,,,4.3,7609,1238,17142,1889,86
119,2017,(90th),Dunkirk,Emma Thomas and Christopher Nolan,False,374720,tt5013056,150000000,527000000,35.933,War,False,"['Warner Bros. Pictures', 'Syncopy', 'RatPac Entertainment', 'Dombey Street Productions', 'Kaap Holland Film', 'StudioCanal', 'Canal+', 'Ciné+']",2017-07-19,7.456,107,6.9,3.0,2.0,5.0,fresh,60.0,3.7,75,29,435,37,72
120,2017,(90th),Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele",False,419430,tt5052448,4500000,255407969,45.316,Mystery,False,"['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",2017-02-24,7.619,104,8.3,395.0,8.0,403.0,certified-fresh,98.0,4.2,37358,5946,78476,6286,86
121,2017,(90th),Lady Bird,"Scott Rudin, Eli Bush and Evelyn O'Neill",False,391713,tt4925292,10000000,78966486,28.095,Drama,False,"['IAC Films', 'Scott Rudin Productions', 'Entertainment 360']",2017-09-01,7.271,94,8.8,397.0,4.0,401.0,certified-fresh,99.0,3.9,8951,2337,23753,2238,79
122,2017,(90th),Phantom Thread,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi",False,400617,tt5776858,35000000,47756590,24.988,Drama,False,"['Focus Features', 'Annapurna Pictures', 'Perfect World Pictures', 'JoAnne Sellar Productions', 'Ghoulardi Film Company']",2017-12-25,7.3,130,8.5,327.0,32.0,359.0,certified-fresh,91.0,3.7,2648,1067,8227,934,71
123,2017,(90th),The Post,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger",False,446354,tt6294822,50000000,179769467,22.484,Drama,False,"['20th Century Fox', 'DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Amblin Entertainment', 'Pascal Pictures', 'TSG Entertainment', 'Star Thrower Entertainment']",2017-12-22,6.999,116,7.9,360.0,48.0,408.0,certified-fresh,88.0,3.6,4046,1462,12624,1465,73
124,2017,(90th),The Shape of Water,Guillermo del Toro and J. Miles Dale,True,399055,tt5580390,19500000,195333312,32.053,Drama,False,"['Double Dare You Productions', 'Fox Searchlight Pictures', 'Bull Productions', 'TSG Entertainment']",2017-12-01,7.248,123,,,,,,,3.6,4046,1462,12624,1465,73
125,2017,(90th),"Three Billboards outside Ebbing, Missouri","Graham Broadbent, Pete Czernin and Martin McDonagh",False,359940,tt5027774,15000000,162729321,20.879,Crime,False,"['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']",2017-12-01,8.081,115,8.4,376.0,41.0,417.0,certified-fresh,90.0,4.1,10084,1502,23793,2662,87
126,2018,(91st),Black Panther,Kevin Feig,False,284054,tt1825683,200000000,1349926083,72.086,Action,False,['Marvel Studios'],2018-02-13,7.389,135,8.3,511.0,20.0,531.0,certified-fresh,96.0,4.0,16250,4300,88211,9118,79
127,2018,(91st),BlacKkKlansman,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee",False,487558,tt7349662,15000000,93411426,18.02,Comedy,False,"['Legendary Pictures', 'Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment', '40 Acres and a Mule Filmworks', 'Focus Features', 'Perfect World Pictures']",2018-08-09,7.5,136,8.3,429.0,20.0,449.0,certified-fresh,96.0,4.0,6679,1439,12095,1790,83
128,2018,(91st),Bohemian Rhapsody,Graham Kin,False,424694,tt1727824,52000000,910800000,42.815,Music,False,"['20th Century Fox', 'Regency Enterprises', 'GK Films', 'TSG Entertainment']",2018-10-24,7.995,135,6.1,254.0,167.0,421.0,fresh,60.0,4.2,16182,2924,24408,6870,85
129,2018,(91st),The Favourite,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos",False,375262,tt5083738,15000000,95918706,24.381,Drama,False,"['Waypoint Entertainment', 'Element Pictures', 'Scarlet Films', 'Film4 Productions', 'Fox Searchlight Pictures']",2018-11-23,7.5,119,8.5,399.0,31.0,430.0,certified-fresh,93.0,3.6,3873,1680,7682,1601,70
130,2018,(91st),Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga",True,490132,tt6966692,23000000,319700000,52.273,Drama,False,"['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Alibaba Pictures Group']",2018-11-16,8.244,130,7.2,283.0,83.0,366.0,certified-fresh,77.0,4.3,7622,817,11063,2229,91
131,2018,(91st),Roma,Gabriela Rodríguez and Alfonso Cuarón,False,426426,tt6155172,15000000,1140769,20.436,Drama,False,"['Participant', 'Esperanto Filmoj']",2018-08-25,7.7,135,8.9,391.0,18.0,409.0,certified-fresh,96.0,3.7,3202,1237,5950,1145,72
132,2018,(91st),A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor",False,332562,tt1517451,36000000,433888866,42.74,Music,False,"['Warner Bros. Pictures', 'Live Nation Productions', 'Metro-Goldwyn-Mayer', 'Peters Entertainment', 'Gerber Pictures', 'Joint Effort']",2018-10-03,7.501,136,8.0,483.0,53.0,536.0,certified-fresh,90.0,4.0,11949,3050,21501,4735,80
133,2018,(91st),Vice,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick",False,429197,tt6266538,60000000,76100000,20.972,Comedy,False,"['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",2018-12-25,7.0,132,6.6,239.0,130.0,369.0,fresh,65.0,3.3,2519,1648,5429,1569,60
134,2019,(92nd),Ford v Ferrari,"Peter Chernin, Jenno Topping and James Mangold",False,359724,tt1950186,97600000,225508210,61.427,Drama,False,"['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']",2019-11-13,8.013,153,7.8,333.0,28.0,361.0,certified-fresh,92.0,4.7,23696,481,24177,4840,98
135,2019,(92nd),The Irishman,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff",False,398978,tt1302006,159000000,968853,31.562,Crime,False,"['Tribeca Productions', 'Sikelia Productions', 'Winkler Films']",2019-11-01,7.614,209,8.8,446.0,22.0,468.0,certified-fresh,95.0,4.3,906,152,1058,324,86
136,2019,(92nd),Jojo Rabbit,"Carthew Neal, Taika Waititi and Chelsea Winstanley",False,515001,tt2584384,14000000,82468705,33.816,Comedy,False,"['Fox Searchlight Pictures', 'Defender Films', 'Piki Films', 'TSG Entertainment', 'Czech Anglo Productions']",2019-10-18,8.0,108,7.6,346.0,86.0,432.0,certified-fresh,80.0,4.6,6181,367,6548,1374,94
137,2019,(92nd),Joker,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff",False,475557,tt7286456,55000000,1074458282,71.826,Crime,False,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']",2019-10-01,8.166,122,7.3,414.0,188.0,602.0,fresh,69.0,4.4,58776,7639,66415,23600,88
138,2019,(92nd),Little Women,Amy Pasca,False,331482,tt3281548,40000000,216600000,32.774,Drama,False,"['Columbia Pictures', 'Regency Enterprises', 'Pascal Pictures']",2019-12-25,7.9,135,8.5,419.0,24.0,443.0,certified-fresh,95.0,4.5,16705,1506,18211,3345,92
139,2019,(92nd),Marriage Story,Noah Baumbach and David Heyman,False,492188,tt7653254,18000000,2300000,24.807,Drama,False,['Heyday Films'],2019-09-28,7.749,137,,,,,,,4.5,16705,1506,18211,3345,92
140,2019,(92nd),1917,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall",False,530915,tt8579674,100000000,394638258,51.044,War,False,"['DreamWorks Pictures', 'Reliance Entertainment', 'New Republic Pictures', 'Neal Street Productions', 'Mogambo Films', 'Amblin Partners']",2019-12-25,7.991,119,8.3,418.0,54.0,472.0,certified-fresh,89.0,4.4,26941,3628,30569,6018,88
141,2019,(92nd),Once upon a Time...in Hollywood,"David Heyman, Shannon McIntosh and Quentin Tarantino",False,466272,tt7131622,95000000,374251247,48.285,Comedy,False,"['Heyday Films', 'Columbia Pictures', 'Bona Film Group']",2019-07-24,7.441,162,7.9,499.0,85.0,584.0,certified-fresh,85.0,3.8,18566,7875,26441,6406,70
142,2019,(92nd),Parasite,Kwak Sin Ae and Bong Joon Ho,True,496243,tt6751668,11363000,257591776,93.856,Comedy,False,['Barunson E&A'],2019-05-30,8.514,133,9.4,476.0,7.0,483.0,certified-fresh,99.0,4.5,6571,725,7296,1414,90
143,2020,(93rd),The Father,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne",False,600354,tt10272386,6000000,21029340,27.17,Drama,False,"['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder', 'CAA Media Finance', 'Sony Pictures Classics']",2020-12-23,8.1,96,8.7,288.0,6.0,294.0,certified-fresh,98.0,4.3,2198,192,2390,662,92
144,2020,(93rd),Judas and the Black Messiah,"Shaka King, Charles D. King and Ryan Coogler",False,583406,tt9784798,26000000,6416063,24.079,Drama,False,"['MACRO', 'Bron Studios', 'Participant', 'Proximity Media', 'Warner Bros. Pictures']",2021-02-12,7.4,126,8.2,344.0,12.0,356.0,certified-fresh,97.0,4.6,482,26,508,178,95
145,2020,(93rd),Mank,"Ceán Chaffin, Eric Roth and Douglas Urbanski",False,614560,tt10618286,25000000,122252,14.976,Drama,False,['Netflix International Pictures'],2020-11-13,6.729,132,7.6,295.0,59.0,354.0,certified-fresh,83.0,3.4,1243,737,1980,476,63
146,2020,(93rd),Minari,Christina O,False,615643,tt10633456,2000000,12886100,22.578,Drama,False,['Plan B Entertainment'],2021-02-12,7.361,115,8.7,316.0,7.0,323.0,certified-fresh,98.0,4.1,1936,286,2222,496,87
147,2020,(93rd),Nomadland,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao",True,581734,tt9770150,5000000,14784114,16.235,Drama,False,"['Cor Cordium Productions', 'Hear/Say Productions', 'Highwayman Films']",2021-01-29,7.234,108,8.8,407.0,29.0,436.0,certified-fresh,93.0,4.1,472,102,574,313,82
148,2020,(93rd),Promising Young Woman,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara",False,582014,tt9620292,0,13868965,35.289,Thriller,False,"['LuckyChap Entertainment', 'FilmNation Entertainment']",2020-12-13,7.451,114,8.1,385.0,42.0,427.0,certified-fresh,90.0,4.3,582,85,667,175,87
149,2020,(93rd),Sound of Metal,Bert Hamelinck and Sacha Ben Harroche,False,502033,tt5363618,0,516520,24.769,Drama,False,"['Flat 7', 'Ward Four', 'Caviar']",2020-11-20,7.742,121,8.2,278.0,8.0,286.0,certified-fresh,97.0,4.1,2251,252,2503,506,90
150,2020,(93rd),The Trial of the Chicago 7,Marc Platt and Stuart Besser,False,556984,tt1070874,35000000,107423,18.78,Drama,False,"['DreamWorks Pictures', 'Marc Platt Productions']",2020-09-25,7.7,130,7.8,305.0,38.0,343.0,certified-fresh,89.0,4.2,2551,285,2836,475,90
151,2021,(94th),Belfast,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas",False,777270,tt12789558,11000000,49158343,14.915,Drama,False,"['Northern Ireland Screen', 'TKBC', 'Focus Features']",2021-11-12,7.117,98,7.8,288.0,46.0,334.0,certified-fresh,86.0,4.5,1013,91,1104,599,92
152,2021,(94th),CODA,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger",True,776503,tt10366460,10000000,1600000,37.95,Drama,False,"['Vendôme Pictures', 'Pathé', 'Picture Perfect Entertainment']",2021-08-11,7.964,112,,,,,,,4.5,1013,91,1104,599,92
153,2021,(94th),Don't Look Up,Adam McKay and Kevin Messick,False,646380,tt11286314,75000000,791863,34.984,Comedy,False,['Hyperobject Industries'],2021-12-07,7.129,138,,,,,,,4.5,1013,91,1104,599,92
154,2021,(94th),Drive My Car,Teruhisa Yamamot,False,758866,tt14039582,0,15308325,23.905,Drama,False,"['Bitters End', 'C&I entertainment', 'Culture Entertainment', 'Agency for Cultural Affairs', 'J-LOD', 'nekojarashi', 'Quaras', 'Bungeishunju', ""L'espace Vision"", 'Nippan Group Holdings', 'The Asahi Shimbun']",2021-08-18,7.4,179,8.6,207.0,7.0,214.0,certified-fresh,97.0,3.9,827,236,1063,286,78
155,2021,(94th),Dune,"Mary Parent, Denis Villeneuve and Cale Boyter",False,438631,tt1160419,165000000,402027830,85.917,Science Fiction,False,['Legendary Pictures'],2021-09-15,7.787,155,7.6,423.0,86.0,509.0,certified-fresh,83.0,4.5,6226,718,6944,3218,90
